INT	INT	INT	STRING	INT	INT	INT
10453108	-1	2005	#cff6633扩展品质:#H(神器)#r#I攻击目标#G18%#I触发#r#cff66cc扩展技能：#B(无视+破抗)#r#G无视#R敌人所有防御并使之目标#G火抗-900点	1	1	0
10453109	-1	2005	#cff6633扩展品质:#H(魔王)#r#I攻击目标#G19%#I触发#r#cff66cc扩展技能：#B(无视+破抗)#r#G无视#R敌人所有防御并使之目标#G火抗-1000点	1	1	0
10453110	-1	2005	#cff6633扩展品质:#H(战神)#r#I攻击目标#G20%#I触发#r#cff66cc扩展技能：#B(无视+破抗)#r#G无视#R敌人所有防御并使之目标#G火抗-1100点	1	1	0
10453111	-1	2005	#cff6633扩展品质:#H(魔神)#r#I攻击目标#G21%#I触发#r#cff66cc扩展技能：#B(无视+破抗)#r#G无视#R敌人所有防御并使之目标#G火抗-1200点	1	1	0
10453112	-1	2005	#cff6633扩展品质:#H(至尊)#r#I攻击目标#G22%#I触发#r#cff66cc扩展技能：#B(无视+破抗)#r#G无视#R敌人所有防御并使之目标#G火抗-1300点	1	1	0
						
10453113	-1	2005	#cff6633扩展品质:#H(新手)#r#I攻击目标#G10%#I触发#r#cff66cc扩展技能：#B(兽王咆哮)#r#R周围#G15米#R，最多#G20个目标#R受到毒阵#G伤害1000点	1	1	0
10453114	-1	2005	#cff6633扩展品质:#H(省略)#r#I攻击目标#G11%#I触发#r#cff66cc扩展技能：#B(兽王咆哮)#r#R周围#G15米#R，最多#G20个目标#R受到毒阵#G伤害1200点	1	1	0
10453115	-1	2005	#cff6633扩展品质:#H(普通)#r#I攻击目标#G12%#I触发#r#cff66cc扩展技能：#B(兽王咆哮)#r#R周围#G15米#R，最多#G20个目标#R受到毒阵#G伤害1440点	1	1	0
10453116	-1	2005	#cff6633扩展品质:#H(优秀)#r#I攻击目标#G13%#I触发#r#cff66cc扩展技能：#B(兽王咆哮)#r#R周围#G15米#R，最多#G20个目标#R受到毒阵#G伤害1728点	1	1	0
10453117	-1	2005	#cff6633扩展品质:#H(精良)#r#I攻击目标#G14%#I触发#r#cff66cc扩展技能：#B(兽王咆哮)#r#R周围#G15米#R，最多#G20个目标#R受到毒阵#G伤害2073点	1	1	0
10453118	-1	2005	#cff6633扩展品质:#H(极品)#r#I攻击目标#G15%#I触发#r#cff66cc扩展技能：#B(兽王咆哮)#r#R周围#G15米#R，最多#G20个目标#R受到毒阵#G伤害2488点	1	1	0
10453119	-1	2005	#cff6633扩展品质:#H(史诗)#r#I攻击目标#G16%#I触发#r#cff66cc扩展技能：#B(兽王咆哮)#r#R周围#G15米#R，最多#G20个目标#R受到毒阵#G伤害2985点	1	1	0
10453120	-1	2005	#cff6633扩展品质:#H(传说)#r#I攻击目标#G17%#I触发#r#cff66cc扩展技能：#B(兽王咆哮)#r#R周围#G15米#R，最多#G20个目标#R受到毒阵#G伤害3583点	1	1	0
10453121	-1	2005	#cff6633扩展品质:#H(神器)#r#I攻击目标#G18%#I触发#r#cff66cc扩展技能：#B(兽王咆哮)#r#R周围#G15米#R，最多#G20个目标#R受到毒阵#G伤害4299点	1	1	0
10453122	-1	2005	#cff6633扩展品质:#H(魔王)#r#I攻击目标#G19%#I触发#r#cff66cc扩展技能：#B(兽王咆哮)#r#R周围#G15米#R，最多#G20个目标#R受到毒阵#G伤害5159点	1	1	0
10453123	-1	2005	#cff6633扩展品质:#H(战神)#r#I攻击目标#G20%#I触发#r#cff66cc扩展技能：#B(兽王咆哮)#r#R周围#G15米#R，最多#G20个目标#R受到毒阵#G伤害6191点	1	1	0
10453124	-1	2005	#cff6633扩展品质:#H(魔神)#r#I攻击目标#G21%#I触发#r#cff66cc扩展技能：#B(兽王咆哮)#r#R周围#G15米#R，最多#G20个目标#R受到毒阵#G伤害7430点	1	1	0
10453125	-1	2005	#cff6633扩展品质:#H(至尊)#r#I攻击目标#G22%#I触发#r#cff66cc扩展技能：#B(兽王咆哮)#r#R周围#G15米#R，最多#G20个目标#R受到毒阵#G伤害8916点	1	1	0
						
10453126	-1	2005	#cff6633扩展品质:#H(新手)#r#I受到伤害#G20%#I触发#r#cff66cc扩展技能：#B(借力打力)#r#R按照所受到的伤害#G10%反弹#R攻击者	1	1	0
10453127	-1	2005	#cff6633扩展品质:#H(省略)#r#I受到伤害#G22%#I触发#r#cff66cc扩展技能：#B(借力打力)#r#R按照所受到的伤害#G20%反弹#R攻击者	1	1	0
10453128	-1	2005	#cff6633扩展品质:#H(普通)#r#I受到伤害#G24%#I触发#r#cff66cc扩展技能：#B(借力打力)#r#R按照所受到的伤害#G30%反弹#R攻击者	1	1	0
10453129	-1	2005	#cff6633扩展品质:#H(优秀)#r#I受到伤害#G26%#I触发#r#cff66cc扩展技能：#B(借力打力)#r#R按照所受到的伤害#G40%反弹#R攻击者	1	1	0
10453130	-1	2005	#cff6633扩展品质:#H(精良)#r#I受到伤害#G28%#I触发#r#cff66cc扩展技能：#B(借力打力)#r#R按照所受到的伤害#G50%反弹#R攻击者	1	1	0
10453131	-1	2005	#cff6633扩展品质:#H(极品)#r#I受到伤害#G30%#I触发#r#cff66cc扩展技能：#B(借力打力)#r#R按照所受到的伤害#G60%反弹#R攻击者	1	1	0
10453132	-1	2005	#cff6633扩展品质:#H(史诗)#r#I受到伤害#G32%#I触发#r#cff66cc扩展技能：#B(借力打力)#r#R按照所受到的伤害#G70%反弹#R攻击者	1	1	0
10453133	-1	2005	#cff6633扩展品质:#H(传说)#r#I受到伤害#G34%#I触发#r#cff66cc扩展技能：#B(借力打力)#r#R按照所受到的伤害#G80%反弹#R攻击者	1	1	0
10453134	-1	2005	#cff6633扩展品质:#H(神器)#r#I受到伤害#G36%#I触发#r#cff66cc扩展技能：#B(借力打力)#r#R按照所受到的伤害#G90%反弹#R攻击者	1	1	0
10453135	-1	2005	#cff6633扩展品质:#H(魔王)#r#I受到伤害#G38%#I触发#r#cff66cc扩展技能：#B(借力打力)#r#R按照所受到的伤害#G100%反弹#R攻击者	1	1	0
10453136	-1	2005	#cff6633扩展品质:#H(战神)#r#I受到伤害#G40%#I触发#r#cff66cc扩展技能：#B(借力打力)#r#R按照所受到的伤害#G110%反弹#R攻击者	1	1	0
10453137	-1	2005	#cff6633扩展品质:#H(魔神)#r#I受到伤害#G42%#I触发#r#cff66cc扩展技能：#B(借力打力)#r#R按照所受到的伤害#G120%反弹#R攻击者	1	1	0
10453138	-1	2005	#cff6633扩展品质:#H(至尊)#r#I受到伤害#G44%#I触发#r#cff66cc扩展技能：#B(借力打力)#r#R按照所受到的伤害#G130%反弹#R攻击者	1	1	0
						
10453139	-1	2005	#cff6633扩展品质:#H(新手)#r#I攻击目标#G10%#I触发#r#cff66cc扩展技能：#B(天衍百脉)#r#R按照伤害吸取#G10%气#R为已用	1	1	0
10453140	-1	2005	#cff6633扩展品质:#H(省略)#r#I攻击目标#G11%#I触发#r#cff66cc扩展技能：#B(天衍百脉)#r#R按照伤害吸取#G20%气#R为已用	1	1	0
10453141	-1	2005	#cff6633扩展品质:#H(普通)#r#I攻击目标#G12%#I触发#r#cff66cc扩展技能：#B(天衍百脉)#r#R按照伤害吸取#G30%气#R为已用	1	1	0
10453142	-1	2005	#cff6633扩展品质:#H(优秀)#r#I攻击目标#G13%#I触发#r#cff66cc扩展技能：#B(天衍百脉)#r#R按照伤害吸取#G40%气#R为已用	1	1	0
10453143	-1	2005	#cff6633扩展品质:#H(精良)#r#I攻击目标#G14%#I触发#r#cff66cc扩展技能：#B(天衍百脉)#r#R按照伤害吸取#G50%气#R为已用	1	1	0
10453144	-1	2005	#cff6633扩展品质:#H(极品)#r#I攻击目标#G15%#I触发#r#cff66cc扩展技能：#B(天衍百脉)#r#R按照伤害吸取#G60%气#R为已用	1	1	0
10453145	-1	2005	#cff6633扩展品质:#H(史诗)#r#I攻击目标#G16%#I触发#r#cff66cc扩展技能：#B(天衍百脉)#r#R按照伤害吸取#G70%气#R为已用	1	1	0
10453146	-1	2005	#cff6633扩展品质:#H(传说)#r#I攻击目标#G17%#I触发#r#cff66cc扩展技能：#B(天衍百脉)#r#R按照伤害吸取#G80%气#R为已用	1	1	0
10453147	-1	2005	#cff6633扩展品质:#H(神器)#r#I攻击目标#G18%#I触发#r#cff66cc扩展技能：#B(天衍百脉)#r#R按照伤害吸取#G90%气#R为已用	1	1	0
10453148	-1	2005	#cff6633扩展品质:#H(魔王)#r#I攻击目标#G19%#I触发#r#cff66cc扩展技能：#B(天衍百脉)#r#R按照伤害吸取#G100%气#R为已用	1	1	0
10453149	-1	2005	#cff6633扩展品质:#H(战神)#r#I攻击目标#G20%#I触发#r#cff66cc扩展技能：#B(天衍百脉)#r#R按照伤害吸取#G110%气#R为已用	1	1	0
10453150	-1	2005	#cff6633扩展品质:#H(魔神)#r#I攻击目标#G21%#I触发#r#cff66cc扩展技能：#B(天衍百脉)#r#R按照伤害吸取#G120%气#R为已用	1	1	0
10453151	-1	2005	#cff6633扩展品质:#H(至尊)#r#I攻击目标#G22%#I触发#r#cff66cc扩展技能：#B(天衍百脉)#r#R按照伤害吸取#G130%气#R为已用	1	1	0
						
10453152	-1	2005	#cff6633扩展品质:#H(新手)#r#I攻击目标#G10%#I触发#r#cff66cc扩展技能：#B(凌厉一剑)#r#R当前生命值直接#G失血10%	1	1	0
10453153	-1	2005	#cff6633扩展品质:#H(省略)#r#I攻击目标#G11%#I触发#r#cff66cc扩展技能：#B(凌厉一剑)#r#R当前生命值直接#G失血11%	1	1	0
10453154	-1	2005	#cff6633扩展品质:#H(普通)#r#I攻击目标#G12%#I触发#r#cff66cc扩展技能：#B(凌厉一剑)#r#R当前生命值直接#G失血12%	1	1	0
10453155	-1	2005	#cff6633扩展品质:#H(优秀)#r#I攻击目标#G13%#I触发#r#cff66cc扩展技能：#B(凌厉一剑)#r#R当前生命值直接#G失血13%	1	1	0
10453156	-1	2005	#cff6633扩展品质:#H(精良)#r#I攻击目标#G14%#I触发#r#cff66cc扩展技能：#B(凌厉一剑)#r#R当前生命值直接#G失血14%	1	1	0
10453157	-1	2005	#cff6633扩展品质:#H(极品)#r#I攻击目标#G15%#I触发#r#cff66cc扩展技能：#B(凌厉一剑)#r#R当前生命值直接#G失血15%	1	1	0
10453158	-1	2005	#cff6633扩展品质:#H(史诗)#r#I攻击目标#G16%#I触发#r#cff66cc扩展技能：#B(凌厉一剑)#r#R当前生命值直接#G失血16%	1	1	0
10453159	-1	2005	#cff6633扩展品质:#H(传说)#r#I攻击目标#G17%#I触发#r#cff66cc扩展技能：#B(凌厉一剑)#r#R当前生命值直接#G失血17%	1	1	0
10453160	-1	2005	#cff6633扩展品质:#H(神器)#r#I攻击目标#G18%#I触发#r#cff66cc扩展技能：#B(凌厉一剑)#r#R当前生命值直接#G失血18%	1	1	0
10453161	-1	2005	#cff6633扩展品质:#H(魔王)#r#I攻击目标#G19%#I触发#r#cff66cc扩展技能：#B(凌厉一剑)#r#R当前生命值直接#G失血19%	1	1	0
10453162	-1	2005	#cff6633扩展品质:#H(战神)#r#I攻击目标#G20%#I触发#r#cff66cc扩展技能：#B(凌厉一剑)#r#R当前生命值直接#G失血20%	1	1	0
10453163	-1	2005	#cff6633扩展品质:#H(魔神)#r#I攻击目标#G21%#I触发#r#cff66cc扩展技能：#B(凌厉一剑)#r#R当前生命值直接#G失血21%	1	1	0
10453164	-1	2005	#cff6633扩展品质:#H(至尊)#r#I攻击目标#G22%#I触发#r#cff66cc扩展技能：#B(凌厉一剑)#r#R当前生命值直接#G失血22%	1	1	0
						
10453165	-1	2005	#cff6633扩展品质:#H(新手)#r#I攻击目标#G10%#I触发#r#cff66cc扩展技能：#B(如沐春风)#r#R按照伤害吸取#G10%血#R为已用	1	1	0
10453166	-1	2005	#cff6633扩展品质:#H(省略)#r#I攻击目标#G11%#I触发#r#cff66cc扩展技能：#B(如沐春风)#r#R按照伤害吸取#G20%血#R为已用	1	1	0
10453167	-1	2005	#cff6633扩展品质:#H(普通)#r#I攻击目标#G12%#I触发#r#cff66cc扩展技能：#B(如沐春风)#r#R按照伤害吸取#G30%血#R为已用	1	1	0
10453168	-1	2005	#cff6633扩展品质:#H(优秀)#r#I攻击目标#G13%#I触发#r#cff66cc扩展技能：#B(如沐春风)#r#R按照伤害吸取#G40%血#R为已用	1	1	0
10453169	-1	2005	#cff6633扩展品质:#H(精良)#r#I攻击目标#G14%#I触发#r#cff66cc扩展技能：#B(如沐春风)#r#R按照伤害吸取#G50%血#R为已用	1	1	0
10453170	-1	2005	#cff6633扩展品质:#H(极品)#r#I攻击目标#G15%#I触发#r#cff66cc扩展技能：#B(如沐春风)#r#R按照伤害吸取#G60%血#R为已用	1	1	0
10453171	-1	2005	#cff6633扩展品质:#H(史诗)#r#I攻击目标#G16%#I触发#r#cff66cc扩展技能：#B(如沐春风)#r#R按照伤害吸取#G70%血#R为已用	1	1	0
10453172	-1	2005	#cff6633扩展品质:#H(传说)#r#I攻击目标#G17%#I触发#r#cff66cc扩展技能：#B(如沐春风)#r#R按照伤害吸取#G80%血#R为已用	1	1	0
10453173	-1	2005	#cff6633扩展品质:#H(神器)#r#I攻击目标#G18%#I触发#r#cff66cc扩展技能：#B(如沐春风)#r#R按照伤害吸取#G90%血#R为已用	1	1	0
10453174	-1	2005	#cff6633扩展品质:#H(魔王)#r#I攻击目标#G19%#I触发#r#cff66cc扩展技能：#B(如沐春风)#r#R按照伤害吸取#G100%血#R为已用	1	1	0
10453175	-1	2005	#cff6633扩展品质:#H(战神)#r#I攻击目标#G20%#I触发#r#cff66cc扩展技能：#B(如沐春风)#r#R按照伤害吸取#G110%血#R为已用	1	1	0
10453176	-1	2005	#cff6633扩展品质:#H(魔神)#r#I攻击目标#G21%#I触发#r#cff66cc扩展技能：#B(如沐春风)#r#R按照伤害吸取#G120%血#R为已用	1	1	0
10453177	-1	2005	#cff6633扩展品质:#H(至尊)#r#I攻击目标#G22%#I触发#r#cff66cc扩展技能：#B(如沐春风)#r#R按照伤害吸取#G130%血#R为已用	1	1	0
						
10453178	-1	2005	#cff6633扩展品质:#H(新手)#r#I攻击目标#G10%#I触发#r#cff66cc扩展技能：#B(灵蛇出洞)#r#R周围#G15米#R受到伤害放大#G10%	1	1	0
10453179	-1	2005	#cff6633扩展品质:#H(省略)#r#I攻击目标#G11%#I触发#r#cff66cc扩展技能：#B(灵蛇出洞)#r#R周围#G15米#R受到伤害放大#G20%	1	1	0
10453180	-1	2005	#cff6633扩展品质:#H(普通)#r#I攻击目标#G12%#I触发#r#cff66cc扩展技能：#B(灵蛇出洞)#r#R周围#G15米#R受到伤害放大#G30%	1	1	0
10453181	-1	2005	#cff6633扩展品质:#H(优秀)#r#I攻击目标#G13%#I触发#r#cff66cc扩展技能：#B(灵蛇出洞)#r#R周围#G15米#R受到伤害放大#G40%	1	1	0
10453182	-1	2005	#cff6633扩展品质:#H(精良)#r#I攻击目标#G14%#I触发#r#cff66cc扩展技能：#B(灵蛇出洞)#r#R周围#G15米#R受到伤害放大#G50%	1	1	0
10453183	-1	2005	#cff6633扩展品质:#H(极品)#r#I攻击目标#G15%#I触发#r#cff66cc扩展技能：#B(灵蛇出洞)#r#R周围#G15米#R受到伤害放大#G60%	1	1	0
10453184	-1	2005	#cff6633扩展品质:#H(史诗)#r#I攻击目标#G16%#I触发#r#cff66cc扩展技能：#B(灵蛇出洞)#r#R周围#G15米#R受到伤害放大#G70%	1	1	0
10453185	-1	2005	#cff6633扩展品质:#H(传说)#r#I攻击目标#G17%#I触发#r#cff66cc扩展技能：#B(灵蛇出洞)#r#R周围#G15米#R受到伤害放大#G80%	1	1	0
10453186	-1	2005	#cff6633扩展品质:#H(神器)#r#I攻击目标#G18%#I触发#r#cff66cc扩展技能：#B(灵蛇出洞)#r#R周围#G15米#R受到伤害放大#G90%	1	1	0
10453187	-1	2005	#cff6633扩展品质:#H(魔王)#r#I攻击目标#G19%#I触发#r#cff66cc扩展技能：#B(灵蛇出洞)#r#R周围#G15米#R受到伤害放大#G100%	1	1	0
10453188	-1	2005	#cff6633扩展品质:#H(战神)#r#I攻击目标#G20%#I触发#r#cff66cc扩展技能：#B(灵蛇出洞)#r#R周围#G15米#R受到伤害放大#G110%	1	1	0
10453189	-1	2005	#cff6633扩展品质:#H(魔神)#r#I攻击目标#G21%#I触发#r#cff66cc扩展技能：#B(灵蛇出洞)#r#R周围#G15米#R受到伤害放大#G120%	1	1	0
10453190	-1	2005	#cff6633扩展品质:#H(至尊)#r#I攻击目标#G22%#I触发#r#cff66cc扩展技能：#B(灵蛇出洞)#r#R周围#G15米#R受到伤害放大#G130%	1	1	0
						
10453191	-1	2005	#cff6633扩展品质:#H(新手)#r#I受到伤害#G20%#I触发#r#cff66cc扩展技能：#B(真阳护体)#r#R减少自身受到的伤害#G5%	1	1	0
10453192	-1	2005	#cff6633扩展品质:#H(省略)#r#I受到伤害#G22%#I触发#r#cff66cc扩展技能：#B(真阳护体)#r#R减少自身受到的伤害#G10%	1	1	0
10453193	-1	2005	#cff6633扩展品质:#H(普通)#r#I受到伤害#G24%#I触发#r#cff66cc扩展技能：#B(真阳护体)#r#R减少自身受到的伤害#G15%	1	1	0
10453194	-1	2005	#cff6633扩展品质:#H(优秀)#r#I受到伤害#G26%#I触发#r#cff66cc扩展技能：#B(真阳护体)#r#R减少自身受到的伤害#G20%	1	1	0
10453195	-1	2005	#cff6633扩展品质:#H(精良)#r#I受到伤害#G28%#I触发#r#cff66cc扩展技能：#B(真阳护体)#r#R减少自身受到的伤害#G25%	1	1	0
10453196	-1	2005	#cff6633扩展品质:#H(极品)#r#I受到伤害#G30%#I触发#r#cff66cc扩展技能：#B(真阳护体)#r#R减少自身受到的伤害#G30%	1	1	0
10453197	-1	2005	#cff6633扩展品质:#H(史诗)#r#I受到伤害#G32%#I触发#r#cff66cc扩展技能：#B(真阳护体)#r#R减少自身受到的伤害#G35%	1	1	0
10453198	-1	2005	#cff6633扩展品质:#H(传说)#r#I受到伤害#G34%#I触发#r#cff66cc扩展技能：#B(真阳护体)#r#R减少自身受到的伤害#G40%	1	1	0
10453199	-1	2005	#cff6633扩展品质:#H(神器)#r#I受到伤害#G36%#I触发#r#cff66cc扩展技能：#B(真阳护体)#r#R减少自身受到的伤害#G45%	1	1	0
10453200	-1	2005	#cff6633扩展品质:#H(魔王)#r#I受到伤害#G38%#I触发#r#cff66cc扩展技能：#B(真阳护体)#r#R减少自身受到的伤害#G50%	1	1	0
10453201	-1	2005	#cff6633扩展品质:#H(战神)#r#I受到伤害#G40%#I触发#r#cff66cc扩展技能：#B(真阳护体)#r#R减少自身受到的伤害#G55%	1	1	0
10453202	-1	2005	#cff6633扩展品质:#H(魔神)#r#I受到伤害#G42%#I触发#r#cff66cc扩展技能：#B(真阳护体)#r#R减少自身受到的伤害#G60%	1	1	0
10453203	-1	2005	#cff6633扩展品质:#H(至尊)#r#I受到伤害#G44%#I触发#r#cff66cc扩展技能：#B(真阳护体)#r#R减少自身受到的伤害#G65%	1	1	0
						
10453204	-1	2005	#cff6633扩展品质:#H(新手)#r#I攻击目标#G10%#I触发#r#cff66cc扩展技能：#B(百邪不侵)#r#R虚弱血气上线降低#G20%	1	1	0
10453205	-1	2005	#cff6633扩展品质:#H(省略)#r#I攻击目标#G11%#I触发#r#cff66cc扩展技能：#B(百邪不侵)#r#R虚弱血气上线降低#G22%	1	1	0
10453206	-1	2005	#cff6633扩展品质:#H(普通)#r#I攻击目标#G12%#I触发#r#cff66cc扩展技能：#B(百邪不侵)#r#R虚弱血气上线降低#G24%	1	1	0
10453207	-1	2005	#cff6633扩展品质:#H(优秀)#r#I攻击目标#G13%#I触发#r#cff66cc扩展技能：#B(百邪不侵)#r#R虚弱血气上线降低#G26%	1	1	0
10453208	-1	2005	#cff6633扩展品质:#H(精良)#r#I攻击目标#G14%#I触发#r#cff66cc扩展技能：#B(百邪不侵)#r#R虚弱血气上线降低#G28%	1	1	0
10453209	-1	2005	#cff6633扩展品质:#H(极品)#r#I攻击目标#G15%#I触发#r#cff66cc扩展技能：#B(百邪不侵)#r#R虚弱血气上线降低#G30%	1	1	0
10453210	-1	2005	#cff6633扩展品质:#H(史诗)#r#I攻击目标#G16%#I触发#r#cff66cc扩展技能：#B(百邪不侵)#r#R虚弱血气上线降低#G32%	1	1	0
10453211	-1	2005	#cff6633扩展品质:#H(传说)#r#I攻击目标#G17%#I触发#r#cff66cc扩展技能：#B(百邪不侵)#r#R虚弱血气上线降低#G34%	1	1	0
10453212	-1	2005	#cff6633扩展品质:#H(神器)#r#I攻击目标#G18%#I触发#r#cff66cc扩展技能：#B(百邪不侵)#r#R虚弱血气上线降低#G36%	1	1	0
10453213	-1	2005	#cff6633扩展品质:#H(魔王)#r#I攻击目标#G19%#I触发#r#cff66cc扩展技能：#B(百邪不侵)#r#R虚弱血气上线降低#G38%	1	1	0
10453214	-1	2005	#cff6633扩展品质:#H(战神)#r#I攻击目标#G20%#I触发#r#cff66cc扩展技能：#B(百邪不侵)#r#R虚弱血气上线降低#G40%	1	1	0
10453215	-1	2005	#cff6633扩展品质:#H(魔神)#r#I攻击目标#G21%#I触发#r#cff66cc扩展技能：#B(百邪不侵)#r#R虚弱血气上线降低#G42%	1	1	0
10453216	-1	2005	#cff6633扩展品质:#H(至尊)#r#I攻击目标#G22%#I触发#r#cff66cc扩展技能：#B(百邪不侵)#r#R虚弱血气上线降低#G44%	1	1	0
						
10453217	-1	2005	#cff6633扩展品质:#H(新手)#r#I受到伤害#G20%#I触发#r#cff66cc扩展技能：#B(斗转星移)#r#R受到伤害后根据自身攻击将#G反击攻击者	1	1	0
10453218	-1	2005	#cff6633扩展品质:#H(省略)#r#I受到伤害#G22%#I触发#r#cff66cc扩展技能：#B(斗转星移)#r#R受到伤害后根据自身攻击将#G反击攻击者	1	1	0
10453219	-1	2005	#cff6633扩展品质:#H(普通)#r#I受到伤害#G24%#I触发#r#cff66cc扩展技能：#B(斗转星移)#r#R受到伤害后根据自身攻击将#G反击攻击者	1	1	0
10453220	-1	2005	#cff6633扩展品质:#H(优秀)#r#I受到伤害#G26%#I触发#r#cff66cc扩展技能：#B(斗转星移)#r#R受到伤害后根据自身攻击将#G反击攻击者	1	1	0
10453221	-1	2005	#cff6633扩展品质:#H(精良)#r#I受到伤害#G28%#I触发#r#cff66cc扩展技能：#B(斗转星移)#r#R受到伤害后根据自身攻击将#G反击攻击者	1	1	0
10453222	-1	2005	#cff6633扩展品质:#H(极品)#r#I受到伤害#G30%#I触发#r#cff66cc扩展技能：#B(斗转星移)#r#R受到伤害后根据自身攻击将#G反击攻击者	1	1	0
10453223	-1	2005	#cff6633扩展品质:#H(史诗)#r#I受到伤害#G32%#I触发#r#cff66cc扩展技能：#B(斗转星移)#r#R受到伤害后根据自身攻击将#G反击攻击者	1	1	0
10453224	-1	2005	#cff6633扩展品质:#H(传说)#r#I受到伤害#G34%#I触发#r#cff66cc扩展技能：#B(斗转星移)#r#R受到伤害后根据自身攻击将#G反击攻击者	1	1	0
10453225	-1	2005	#cff6633扩展品质:#H(神器)#r#I受到伤害#G36%#I触发#r#cff66cc扩展技能：#B(斗转星移)#r#R受到伤害后根据自身攻击将#G反击攻击者	1	1	0
10453226	-1	2005	#cff6633扩展品质:#H(魔王)#r#I受到伤害#G38%#I触发#r#cff66cc扩展技能：#B(斗转星移)#r#R受到伤害后根据自身攻击将#G反击攻击者	1	1	0
10453227	-1	2005	#cff6633扩展品质:#H(战神)#r#I受到伤害#G40%#I触发#r#cff66cc扩展技能：#B(斗转星移)#r#R受到伤害后根据自身攻击将#G反击攻击者	1	1	0
10453228	-1	2005	#cff6633扩展品质:#H(魔神)#r#I受到伤害#G42%#I触发#r#cff66cc扩展技能：#B(斗转星移)#r#R受到伤害后根据自身攻击将#G反击攻击者	1	1	0
10453229	-1	2005	#cff6633扩展品质:#H(至尊)#r#I受到伤害#G44%#I触发#r#cff66cc扩展技能：#B(斗转星移)#r#R受到伤害后根据自身攻击将#G反击攻击者	1	1	0
						
10453230	-1	2005	#cff6633扩展品质:#H(新手)#r#I攻击目标#G1%#I触发#r#cff66cc扩展技能：#B(重楼遮目)#r#R将目标#G失明#R，随机区域移动。持续#G8秒	1	1	0
10453231	-1	2005	#cff6633扩展品质:#H(省略)#r#I攻击目标#G2%#I触发#r#cff66cc扩展技能：#B(重楼遮目)#r#R将目标#G失明#R，随机区域移动。持续#G8秒	1	1	0
10453232	-1	2005	#cff6633扩展品质:#H(普通)#r#I攻击目标#G3%#I触发#r#cff66cc扩展技能：#B(重楼遮目)#r#R将目标#G失明#R，随机区域移动。持续#G8秒	1	1	0
10453233	-1	2005	#cff6633扩展品质:#H(优秀)#r#I攻击目标#G3%#I触发#r#cff66cc扩展技能：#B(重楼遮目)#r#R将目标#G失明#R，随机区域移动。持续#G8秒#R并自身全属性攻击增+500	1	1	0
10453234	-1	2005	#cff6633扩展品质:#H(精良)#r#I攻击目标#G3%#I触发#r#cff66cc扩展技能：#B(重楼遮目)#r#R将目标#G失明#R，随机区域移动。持续#G8秒#R并自身全属性攻击增+1000	1	1	0
10453235	-1	2005	#cff6633扩展品质:#H(极品)#r#I攻击目标#G3%#I触发#r#cff66cc扩展技能：#B(重楼遮目)#r#R将目标#G失明#R，随机区域移动。持续#G8秒#R并自身全属性攻击增+1500	1	1	0
10453236	-1	2005	#cff6633扩展品质:#H(史诗)#r#I攻击目标#G3%#I触发#r#cff66cc扩展技能：#B(重楼遮目)#r#R将目标#G失明#R，随机区域移动。持续#G8秒#R并自身全属性攻击增+2000	1	1	0
10453237	-1	2005	#cff6633扩展品质:#H(传说)#r#I攻击目标#G3%#I触发#r#cff66cc扩展技能：#B(重楼遮目)#r#R将目标#G失明#R，随机区域移动。持续#G8秒#R并自身全属性攻击增+3000	1	1	0
10453238	-1	2005	#cff6633扩展品质:#H(神器)#r#I攻击目标#G3%#I触发#r#cff66cc扩展技能：#B(重楼遮目)#r#R将目标#G失明#R，随机区域移动。持续#G8秒#R并自身全属性攻击增+4000	1	1	0
10453239	-1	2005	#cff6633扩展品质:#H(魔王)#r#I攻击目标#G3%#I触发#r#cff66cc扩展技能：#B(重楼遮目)#r#R将目标#G失明#R，随机区域移动。持续#G8秒#R并自身全属性攻击增+5000	1	1	0
10453240	-1	2005	#cff6633扩展品质:#H(战神)#r#I攻击目标#G3%#I触发#r#cff66cc扩展技能：#B(重楼遮目)#r#R将目标#G失明#R，随机区域移动。持续#G8秒#R并自身全属性攻击增+6000	1	1	0
10453241	-1	2005	#cff6633扩展品质:#H(魔神)#r#I攻击目标#G3%#I触发#r#cff66cc扩展技能：#B(重楼遮目)#r#R将目标#G失明#R，随机区域移动。持续#G8秒#R并自身全属性攻击增+7000	1	1	0
10453242	-1	2005	#cff6633扩展品质:#H(至尊)#r#I攻击目标#G3%#I触发#r#cff66cc扩展技能：#B(重楼遮目)#r#R将目标#G失明#R，随机区域移动。持续#G8秒#R并自身全属性攻击增+8000	1	1	0
						
10453243	-1	2005	#cff6633扩展品质:#H(新手)#r#I攻击目标#G1%#I触发#r#cff66cc扩展技能：#B(重楼望月)#r#R将目标#G封穴#R，无法动弹。持续#G8秒	1	1	0
10453244	-1	2005	#cff6633扩展品质:#H(省略)#r#I攻击目标#G2%#I触发#r#cff66cc扩展技能：#B(重楼望月)#r#R将目标#G封穴#R，无法动弹。持续#G8秒	1	1	0
10453245	-1	2005	#cff6633扩展品质:#H(普通)#r#I攻击目标#G3%#I触发#r#cff66cc扩展技能：#B(重楼望月)#r#R将目标#G封穴#R，无法动弹。持续#G8秒	1	1	0
