INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING																																									
201	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302001	1	-1	100	100		30302011	1	-1	100	100		30302021	1	-1	100	100		30302002	1	-1	100	100		30302012	1	-1	100	100		30302022	1	-1	100	100		30302003	1	-1	100	100		30302013	1	-1	100	100		30302023	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
202	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300002	1	-1	100	100		30300012	1	-1	100	100		30300022	1	-1	100	100		30300032	1	-1	100	100		30300042	1	-1	100	100		30300052	1	-1	100	100		30300003	1	-1	100	100		30300013	1	-1	100	100		30300023	1	-1	100	100		30300033	1	-1	100	100		30300043	1	-1	100	100		30300053	1	-1	100	100		30300004	1	-1	100	100		30300014	1	-1	100	100		30300024	1	-1	100	100		30300034	1	-1	100	100		30300044	1	-1	100	100		30300054	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
203	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30301002	1	-1	100	100		30301012	1	-1	100	100		30301022	1	-1	100	100		30301032	1	-1	100	100		30301072	1	-1	100	100		30301082	1	-1	100	100		30301092	1	-1	100	100		30301102	1	-1	100	100		30301112	1	-1	100	100		30301122	1	-1	100	100		30301132	1	-1	100	100		30301142	1	-1	100	100		30301062	1	-1	100	100		30301042	1	-1	100	100		30301052	1	-1	100	100		30301003	1	-1	100	100		30301013	1	-1	100	100		30301023	1	-1	100	100		30301033	1	-1	100	100		30301073	1	-1	100	100		30301083	1	-1	100	100		30301093	1	-1	100	100		30301103	1	-1	100	100		30301113	1	-1	100	100		30301123	1	-1	100	100		30301133	1	-1	100	100		30301143	1	-1	100	100		30301063	1	-1	100	100		30301043	1	-1	100	100		30301053	1	-1	100	100		30301004	1	-1	100	100		30301014	1	-1	100	100		30301024	1	-1	100	100		30301034	1	-1	100	100		30301074	1	-1	100	100		30301084	1	-1	100	100		30301094	1	-1	100	100		30301104	1	-1	100	100		30301114	1	-1	100	100		30301124	1	-1	100	100		30301134	1	-1	100	100		30301144	1	-1	100	100		30301064	1	-1	100	100		30301044	1	-1	100	100		30301054	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
204	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302002	1	-1	100	100		30302012	1	-1	100	100		30302022	1	-1	100	100		30302003	1	-1	100	100		30302013	1	-1	100	100		30302023	1	-1	100	100		30302004	1	-1	100	100		30302014	1	-1	100	100		30302024	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
205	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308001	1	-1	100	100		20308002	1	-1	100	100		20308003	1	-1	100	100		20308004	1	-1	100	100		20308011	1	-1	100	100		20308012	1	-1	100	100		20308013	1	-1	100	100		20308014	1	-1	100	100		20308021	1	-1	100	100		20308022	1	-1	100	100		20308023	1	-1	100	100		20308024	1	-1	100	100		20308031	1	-1	100	100		20308032	1	-1	100	100		20308033	1	-1	100	100		20308034	1	-1	100	100		20308041	1	-1	100	100		20308042	1	-1	100	100		20308043	1	-1	100	100		20308044	1	-1	100	100		20308051	1	-1	100	100		20308052	1	-1	100	100		20308053	1	-1	100	100		20308054	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
206	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308061	1	-1	100	100		20308062	1	-1	100	100		20308063	1	-1	100	100		20308064	1	-1	100	100		20308071	1	-1	100	100		20308072	1	-1	100	100		20308073	1	-1	100	100		20308074	1	-1	100	100		20308081	1	-1	100	100		20308082	1	-1	100	100		20308083	1	-1	100	100		20308084	1	-1	100	100		20308091	1	-1	100	100		20308092	1	-1	100	100		20308093	1	-1	100	100		20308094	1	-1	100	100		20308131	1	-1	100	100		20308132	1	-1	100	100		20308133	1	-1	100	100		20308134	1	-1	100	100		20308141	1	-1	100	100		20308142	1	-1	100	100		20308143	1	-1	100	100		20308144	1	-1	100	100		20308151	1	-1	100	100		20308152	1	-1	100	100		20308153	1	-1	100	100		20308154	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
207	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308101	1	-1	100	100		20308102	1	-1	100	100		20308103	1	-1	100	100		20308104	1	-1	100	100		20308111	1	-1	100	100		20308112	1	-1	100	100		20308113	1	-1	100	100		20308114	1	-1	100	100		20308121	1	-1	100	100		20308122	1	-1	100	100		20308123	1	-1	100	100		20308124	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
208	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30308167	1	-1	1	100	#G	30308156	1	-1	1	100	#G	30308147	1	-1	1	100	#G	30308150	1	-1	1	100	#G	30308149	1	-1	1	100	#G	30308148	1	-1	198	100	#G	30308158	1	-1	1	100	#G	30308159	1	-1	1	100	#G	30308157	1	-1	1	100	#G	30308141	1	-1	1	100	#G	30308145	1	-1	1	100	#G	30308146	1	-1	1	100	#G	30308143	1	-1	198	100	#G	30308140	1	-1	1	100	#G	30308144	1	-1	1	100	#G	30308135	1	-1	1	100	#G	30308132	1	-1	198	100	#G	30308131	1	-1	1	100	#G	30308051	1	-1	1	100	#G	30308050	1	-1	1	100	#G	30308047	1	-1	198	100	#G	30308077	1	-1	1	100	#G	30308073	1	-1	1	100	#G	30308074	1	-1	1	100	#G	30308064	1	-1	1	100	#G	30308065	1	-1	1	100	#G	30308063	1	-1	1	100	#G	30308046	1	-1	1	100	#G	30308052	1	-1	200	100		30308058	1	-1	400	80	#G	30308062	1	-1	200	100	#G	30308037	1	-1	1	100		30308056	1	-1	198	100		30308038	1	-1	1	100		30308035	1	-1	1	100		30308048	1	-1	39	100		30308049	1	-1	39	100		30308024	1	-1	1	100		30308040	1	-1	1	100		30308039	1	-1	1	100		30308041	1	-1	1	100		30308053	1	-1	398	100		30308054	1	-1	298	100		30308057	1	-1	1	100		30308095	1	-1	1	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
209	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30004013	1	-1	1100	100	#G	30004013	20	-1	20000	100	#G	30004014	1	-1	1100	100	#G	30004014	20	-1	20000	100	#G	30004015	1	-1	1100	100	#G	30004015	20	-1	20000	100	#G	30004016	1	-1	1100	15	#G	30004016	20	-1	20000	15	#G	30004017	1	-1	1100	100	#G	30004017	20	-1	20000	100	#G	30004018	1	-1	1100	100	#G	30004018	20	-1	20000	100	#G	30004019	1	-1	1100	100	#G	30004019	20	-1	20000	100	#G	30004020	1	-1	1100	100	#G	30004020	20	-1	20000	100	#G	30004021	1	-1	1100	100	#G	30004021	20	-1	20000	100	#G	30004022	1	-1	1100	100	#G	30004022	20	-1	20000	100	#G	30004023	1	-1	1100	100	#G	30004023	20	-1	20000	100	#G	30004024	1	-1	1100	100	#G	30004024	20	-1	20000	100	#G	0	1	-1	600	100	#G	10157002	1	-1	600	100	#G	10157003	1	-1	200	100	#G	10157004	1	-1	200	100	#G	10157005	1	-1	200	100	#G	10157006	1	-1	200	100	#G	10157007	1	-1	200	100	#G	10157008	1	-1	200	100	#G	10157009	1	-1	200	100	#G	10432322	1	-1	200	100	#G	10432323	1	-1	200	100	#G	10432324	1	-1	200	100	#G	10432325	1	-1	200	100	#G	10432326	1	-1	200	100	#G	10432327	1	-1	200	100	#G	10432328	1	-1	200	100	#G	10432329	1	-1	200	100	#G	10432330	1	-1	200	100	#G	10432331	1	-1	200	100	#G	10432332	1	-1	200	100	#G	10432333	1	-1	200	100	#G	10432334	1	-1	200	100	#G	10432335	1	-1	200	100	#G	10432336	1	-1	40	100	#G	10432337	1	-1	200	100	#G	10422135	1	-1	200	100	#G																																									
210	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30900057	1	-1	1	100		50601001	1	-1	1000	100		50601002	1	-1	1000	100		50602005	1	-1	1000	100		50602006	1	-1	1000	100		50602007	1	-1	1000	100		50602008	1	-1	1000	100		50603001	1	-1	1000	100		50604002	1	-1	1000	100		50611001	1	-1	1000	100		50611002	1	-1	1000	100		50612005	1	-1	1000	100		50612006	1	-1	1000	100		50612007	1	-1	1000	100		50612008	1	-1	1000	100		50613001	1	-1	1000	100		50613002	1	-1	1000	100		50613003	1	-1	1000	100		50613004	1	-1	1000	100		50613005	1	-1	1000	100		50614001	1	-1	1000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
211	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30900057	1	-1	1	100		50801001	1	-1	50000	100		50801002	1	-1	50000	100		50802005	1	-1	50000	100		50802006	1	-1	50000	100		50802007	1	-1	50000	100		50802008	1	-1	50000	100		50803001	1	-1	50000	100		50804002	1	-1	50000	100		50811001	1	-1	50000	100		50811002	1	-1	50000	100		50812005	1	-1	50000	100		50812006	1	-1	50000	100		50812007	1	-1	50000	100		50812008	1	-1	50000	100		50813001	1	-1	50000	100		50813002	1	-1	50000	100		50813003	1	-1	50000	100		50813004	1	-1	50000	100		50813005	1	-1	50000	100		50814001	1	-1	50000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
212	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	50313006	1	-1	440	100		50301001	1	-1	420	100		50301002	1	-1	420	100		50302001	1	-1	420	100		50302002	1	-1	420	100		50302003	1	-1	420	100		50302004	1	-1	420	100		50303001	1	-1	420	100		50304002	1	-1	420	100		50311001	1	-1	420	100		50311002	1	-1	420	100		50312001	1	-1	420	100		50312002	1	-1	420	100		50312003	1	-1	420	100		50312004	1	-1	420	100		50313001	1	-1	420	100		50313002	1	-1	420	100		50313003	1	-1	420	100		50313004	1	-1	420	100		50313005	1	-1	420	100		50314001	1	-1	420	100		0	1	-1	100	100	0	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	1	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
213	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	50613006	1	-1	50000	100		50601001	1	-1	48000	100		50601002	1	-1	48000	100		50602001	1	-1	48000	100		50602002	1	-1	48000	100		50602003	1	-1	48000	100		50602004	1	-1	48000	100		50603001	1	-1	48000	100		50604002	1	-1	48000	100		50611001	1	-1	48000	100		50611002	1	-1	48000	100		50612001	1	-1	48000	100		50612002	1	-1	48000	100		50612003	1	-1	48000	100		50612004	1	-1	48000	100		50613001	1	-1	48000	100		50613002	1	-1	48000	100		50613003	1	-1	48000	100		50613004	1	-1	48000	100		50613005	1	-1	48000	100		50614001	1	-1	48000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
214	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30501322	1	-1	36	100	#G	30501331	1	-1	36	100	#G	30501177	1	-1	36	100	#G	30501186	1	-1	36	100	#G	30501195	1	-1	36	100	#G	30501204	1	-1	36	100	#G	30501213	1	-1	36	100	#G	30501222	1	-1	36	100	#G	30501231	1	-1	36	100	#G	30501240	1	-1	36	100	#G	30501323	1	-1	185	100	#G	30501332	1	-1	185	100	#G	30501178	1	-1	185	100	#G	30501187	1	-1	185	100	#G	30501196	1	-1	185	100	#G	30501205	1	-1	185	100	#G	30501214	1	-1	185	100	#G	30501223	1	-1	185	100	#G	30501232	1	-1	185	100	#G	30501241	1	-1	185	100	#G	30501324	1	-1	801	100	#G	30501333	1	-1	801	100	#G	30501179	1	-1	801	100	#G	30501188	1	-1	801	100	#G	30501197	1	-1	801	100	#G	30501206	1	-1	801	100	#G	30501215	1	-1	801	100	#G	30501224	1	-1	801	100	#G	30501233	1	-1	801	100	#G	30501242	1	-1	801	100	#G	30501325	1	-1	4007	100	#G	30501334	1	-1	4007	100	#G	30501180	1	-1	4007	100	#G	30501189	1	-1	4007	100	#G	30501198	1	-1	4007	100	#G	30501207	1	-1	4007	100	#G	30501216	1	-1	4007	100	#G	30501225	1	-1	4007	100	#G	30501234	1	-1	4007	100	#G	30501243	1	-1	4007	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
215	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30900009	1	-1	24	100		30900010	1	-1	98	100		30900037	1	-1	16	100		30900038	1	-1	80	50		30900039	1	-1	400	20		30900040	1	-1	2000	20		30900041	1	-1	5000	10		30900042	1	-1	6000	10		30900043	1	-1	7000	10		30900044	1	-1	8000	10		30900026	1	-1	40	100		30900027	1	-1	80	100		30900028	1	-1	120	100		30900029	1	-1	200	100		30900030	1	-1	360	100		30900031	1	-1	600	100		30900032	1	-1	920	100	#G	30900033	1	-1	1400	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
216	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30008003	1	-1	76	50		30008016	1	-1	40	60		30607000	1	-1	120	5		30607001	1	-1	232	5		30606024	1	-1	20	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
217	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30503119	1	-1	1	100	#G	30503120	1	-1	1	100	#G	31000004	1	-1	1	100	#G	30008015	1	-1	1	100	#G	39910007	1	-1	1	100	#G	30103042	1	-1	1	100	#G	20310110	1	-1	1	100	#G	30504019	1	-1	1	100	#G	30504020	1	-1	1	100	#G	30008019	1	-1	1	100	#G																																																																																																																																																																																																																																																																																									
218	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30008053	1	-1	1	100	#G	30900006	1	-1	1	100	#G	30900045	1	-1	1	100	#G	30008030	1	-1	1	100	#G	30008018	1	-1	1	100	#G	30008049	1	-1	1	100	#G	30008050	1	-1	1	100	#G	30900044	1	-1	1	20	#G	31000101	1	-1	1	100	#G																																																																																																																																																																																																																																																																																															
219	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10300001	1	-1	1	100		10300002	1	-1	1	100		10300003	1	-1	1	100		10300004	1	-1	1	100		10300005	1	-1	1	100		10302001	1	-1	1	100		10302002	1	-1	1	100		10302003	1	-1	1	100		10302004	1	-1	1	100		10302005	1	-1	1	100		10304001	1	-1	1	100		10304002	1	-1	1	100		10304003	1	-1	1	100		10304004	1	-1	1	100		10304005	1	-1	1	100		10305001	1	-1	1	100		10305002	1	-1	1	100		10305003	1	-1	1	100		10305004	1	-1	1	100		10305005	1	-1	1	100		10300100	1	-1	1	100		10300101	1	-1	1	100		10300102	1	-1	1	100		10301100	1	-1	1	100		10301101	1	-1	1	100		10301102	1	-1	1	100		10301200	1	-1	1	100		10301201	1	-1	1	100		10301202	1	-1	1	100		10302100	1	-1	1	100		10302101	1	-1	1	100		10302102	1	-1	1	100		10303100	1	-1	1	100		10303101	1	-1	1	100		10303102	1	-1	1	100		10303200	1	-1	1	100		10303201	1	-1	1	100		10303202	1	-1	1	100		10304100	1	-1	1	100		10304101	1	-1	1	100		10304102	1	-1	1	100		10305100	1	-1	1	100		10305101	1	-1	1	100		10305102	1	-1	1	100		10305200	1	-1	1	100		10305201	1	-1	1	100		10305202	1	-1	100000	100																																																												
220	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	39901005	1	-1	100000	100	#G	39901006	1	-1	110000	100	#G	39901007	1	-1	120000	100	#G	39901008	1	-1	130000	100	#G	39901009	1	-1	140000	100	#G	39901010	1	-1	150000	100	#G	39901011	1	-1	160000	100	#G	39901012	1	-1	170000	100	#G	39901013	1	-1	180000	100	#G	39901014	1	-1	190000	100	#G	39901015	1	-1	200000	100	#G	39901016	1	-1	210000	100	#G	39901017	1	-1	220000	100	#G	39901018	1	-1	230000	100	#G	39901019	1	-1	240000	100	#G	39901020	1	-1	250000	100	#G	39901021	1	-1	260000	100	#G	39901022	1	-1	270000	100	#G	39901023	1	-1	280000	100	#G	39901024	1	-1	290000	100	#G	39901025	1	-1	300000	100	#G	39901026	1	-1	310000	100	#G	39901027	1	-1	320000	100	#G	39901028	1	-1	330000	100	#G	39901029	1	-1	340000	100	#G	39901030	1	-1	350000	100	#G	39901031	1	-1	360000	100	#G	39901032	1	-1	370000	100	#G	39901033	1	-1	380000	100	#G	39901034	1	-1	390000	100	#G	39901035	1	-1	400000	100	#G	39901036	1	-1	410000	100	#G	39901037	1	-1	420000	100		0	1	-1	100	100																																																																																																																																										
221	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10124183	1	-1	3000000	100	#G	10124184	1	-1	3000000	100	#G	10124185	1	-1	3000000	100	#G	10124186	1	-1	3000000	100	#G	10124187	1	-1	3000000	100	#G	10124188	1	-1	3000000	100	#G	10124189	1	-1	3000000	100	#G	10124190	1	-1	3000000	100	#G	10124191	1	-1	3000000	100		0	1	-1	100	100																																																																																																																																																																																																																																																																																										
