INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
199	石堆消失爆炸	石堆消失爆炸	0	1	0	0	0	npc_兵圣奇阵山_石头_爆炸	-1		-1		-1	0	0	0		5000	5000	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
200	旋风提示	旋风提示	0	1	0	0	0	替代水迹陷阱	-1		-1		-1	0	0	0		1000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
201	桃花阵防	桃花阵	1	0	10	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2452	效果2	-1	效果3几率	20	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
202	桃花阵防	桃花阵	1	0	20	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2453	效果2	-1	效果3几率	22	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
203	桃花阵防	桃花阵	1	0	30	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2454	效果2	-1	效果3几率	24	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
204	桃花阵防	桃花阵	1	0	40	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2455	效果2	-1	效果3几率	26	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
205	桃花阵防	桃花阵	1	0	50	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2456	效果2	-1	效果3几率	28	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
206	桃花阵防	桃花阵	1	0	60	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2457	效果2	-1	效果3几率	30	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
207	桃花阵防	桃花阵	1	0	70	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2458	效果2	-1	效果3几率	32	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
208	桃花阵防	桃花阵	1	0	80	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2459	效果2	-1	效果3几率	34	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
209	桃花阵防	桃花阵	1	0	90	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2460	效果2	-1	效果3几率	36	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
210	桃花阵防	桃花阵	1	0	100	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2461	效果2	-1	效果3几率	38	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
211	桃花阵防	桃花阵	1	0	110	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2462	效果2	-1	效果3几率	40	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
212	桃花阵防	桃花阵	1	0	120	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2463	效果2	-1	效果3几率	42	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
213	桃花阵防	桃花阵	1	0	130	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	17171	效果2	-1	效果3几率	44	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
214	桃花阵防	桃花阵	1	0	140	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	17172	效果2	-1	效果3几率	46	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
215	桃花阵防	桃花阵	1	0	150	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	17173	效果2	-1	效果3几率	48	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
216	桃花阵防	桃花阵	1	0	160	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	17174	效果2	-1	效果3几率	50	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
217	步步生花	步步生花	5	0	10	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32583	效果2	-1	效果3几率	10	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
218	步步生花	步步生花	5	0	20	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32584	效果2	-1	效果3几率	11	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
219	步步生花	步步生花	5	0	30	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32585	效果2	-1	效果3几率	12	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
220	步步生花	步步生花	5	0	40	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32586	效果2	-1	效果3几率	13	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
221	步步生花	步步生花	5	0	50	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32587	效果2	-1	效果3几率	14	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
222	步步生花	步步生花	5	0	60	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32588	效果2	-1	效果3几率	15	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
223	步步生花	步步生花	5	0	70	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32589	效果2	-1	效果3几率	16	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
224	步步生花	步步生花	5	0	80	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32590	效果2	-1	效果3几率	17	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
225	步步生花	步步生花	5	0	90	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32591	效果2	-1	效果3几率	18	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
226	步步生花	步步生花	5	0	100	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32592	效果2	-1	效果3几率	19	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
227	步步生花	步步生花	5	0	110	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32593	效果2	-1	效果3几率	20	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
228	步步生花	步步生花	5	0	120	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32594	效果2	-1	效果3几率	21	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
229	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32595	效果2	-1	效果3几率	22	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
230	步步生花	步步生花	5	0	140	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32596	效果2	-1	效果3几率	23	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
231	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32597	效果2	-1	效果3几率	24	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
232	步步生花	步步生花	5	0	160	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32598	效果2	-1	效果3几率	25	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
250	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1		-1	0	0	0		3000	500	0	5	3	0	0	0	0	0	效果1	21584	效果2	21651	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
251	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1		-1	0	0	0		3000	500	0	5	3	0	0	0	0	0	效果1	21584	效果2	21652	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
252	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1		-1	0	0	0		3000	500	0	5	3	0	0	0	0	0	效果1	21584	效果2	21653	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
253	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1		-1	0	0	0		3000	500	0	5	3	0	0	0	0	0	效果1	21584	效果2	21654	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
254	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1		-1	0	0	0		3000	500	0	5	3	0	0	0	0	0	效果1	21584	效果2	21655	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
255	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1		-1	0	0	0		3000	500	0	5	3	0	0	0	0	0	效果1	21584	效果2	21656	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
256	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1		-1	0	0	0		3000	500	0	5	3	0	0	0	0	0	效果1	21584	效果2	21657	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
257	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1		-1	0	0	0		3000	500	0	5	3	0	0	0	0	0	效果1	21584	效果2	21658	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
258	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1		-1	0	0	0		3000	500	0	5	3	0	0	0	0	0	效果1	21584	效果2	21659	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
259	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1		-1	0	0	0		3000	500	0	5	3	0	0	0	0	0	效果1	21584	效果2	21660	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
260	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1		-1	0	0	0		3000	500	0	5	3	0	0	0	0	0	效果1	21584	效果2	21661	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
261	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1		-1	0	0	0		3000	500	0	5	3	0	0	0	0	0	效果1	21584	效果2	21662	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
262	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1		-1	0	0	0		3000	500	0	5	3	0	0	0	0	0	效果1	21584	效果2	21663	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
263	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1		-1	0	0	0		3000	500	0	5	3	0	0	0	0	0	效果1	21584	效果2	21664	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
264	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1		-1	0	0	0		3000	500	0	5	3	0	0	0	0	0	效果1	21584	效果2	21665	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
265	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1		-1	0	0	0		3000	500	0	5	3	0	0	0	0	0	效果1	21584	效果2	21666	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
301	桃花阵攻	桃花阵	1	0	10	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2452	效果2	-1	效果3几率	100	效果3	2610		0		0		0		0		0		0		0		0		0		0		0		0	
302	桃花阵攻	桃花阵	1	0	20	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2453	效果2	-1	效果3几率	100	效果3	2611		0		0		0		0		0		0		0		0		0		0		0		0	
303	桃花阵攻	桃花阵	1	0	30	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2454	效果2	-1	效果3几率	100	效果3	2612		0		0		0		0		0		0		0		0		0		0		0		0	
304	桃花阵攻	桃花阵	1	0	40	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2455	效果2	-1	效果3几率	100	效果3	2613		0		0		0		0		0		0		0		0		0		0		0		0	
305	桃花阵攻	桃花阵	1	0	50	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2456	效果2	-1	效果3几率	100	效果3	2614		0		0		0		0		0		0		0		0		0		0		0		0	
306	桃花阵攻	桃花阵	1	0	60	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2457	效果2	-1	效果3几率	100	效果3	2615		0		0		0		0		0		0		0		0		0		0		0		0	
307	桃花阵攻	桃花阵	1	0	70	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2458	效果2	-1	效果3几率	100	效果3	2616		0		0		0		0		0		0		0		0		0		0		0		0	
308	桃花阵攻	桃花阵	1	0	80	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2459	效果2	-1	效果3几率	100	效果3	2617		0		0		0		0		0		0		0		0		0		0		0		0	
309	桃花阵攻	桃花阵	1	0	90	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2460	效果2	-1	效果3几率	100	效果3	2618		0		0		0		0		0		0		0		0		0		0		0		0	
310	桃花阵攻	桃花阵	1	0	100	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2461	效果2	-1	效果3几率	100	效果3	2619		0		0		0		0		0		0		0		0		0		0		0		0	
311	桃花阵攻	桃花阵	1	0	110	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2462	效果2	-1	效果3几率	100	效果3	2620		0		0		0		0		0		0		0		0		0		0		0		0	
312	桃花阵攻	桃花阵	1	0	120	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	2463	效果2	-1	效果3几率	100	效果3	2621		0		0		0		0		0		0		0		0		0		0		0		0	
313	桃花阵攻	桃花阵	1	0	130	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	17171	效果2	-1	效果3几率	100	效果3	17181		0		0		0		0		0		0		0		0		0		0		0		0	
314	桃花阵攻	桃花阵	1	0	140	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	17172	效果2	-1	效果3几率	100	效果3	17182		0		0		0		0		0		0		0		0		0		0		0		0	
315	桃花阵攻	桃花阵	1	0	150	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	17173	效果2	-1	效果3几率	100	效果3	17183		0		0		0		0		0		0		0		0		0		0		0		0	
																																																												
316	桃花阵攻	桃花阵	1	0	160	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		-1	0	0	0		30000	500	2	10	5	0	0	0	0	0	效果1	17174	效果2	-1	效果3几率	100	效果3	17184		0		0		0		0		0		0		0		0		0		0		0		0	
317	步步生花	步步生花	5	0	10	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32583	效果2	-1	效果3几率	100	效果3	2610		0		0		0		0		0		0		0		0		0		0		0		0	
318	步步生花	步步生花	5	0	20	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32584	效果2	-1	效果3几率	100	效果3	2611		0		0		0		0		0		0		0		0		0		0		0		0	
319	步步生花	步步生花	5	0	30	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32585	效果2	-1	效果3几率	100	效果3	2612		0		0		0		0		0		0		0		0		0		0		0		0	
320	步步生花	步步生花	5	0	40	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32586	效果2	-1	效果3几率	100	效果3	2613		0		0		0		0		0		0		0		0		0		0		0		0	
321	步步生花	步步生花	5	0	50	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32587	效果2	-1	效果3几率	100	效果3	2614		0		0		0		0		0		0		0		0		0		0		0		0	
322	步步生花	步步生花	5	0	60	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32588	效果2	-1	效果3几率	100	效果3	2615		0		0		0		0		0		0		0		0		0		0		0		0	
323	步步生花	步步生花	5	0	70	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32589	效果2	-1	效果3几率	100	效果3	2616		0		0		0		0		0		0		0		0		0		0		0		0	
324	步步生花	步步生花	5	0	80	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32590	效果2	-1	效果3几率	100	效果3	2617		0		0		0		0		0		0		0		0		0		0		0		0	
325	步步生花	步步生花	5	0	90	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32591	效果2	-1	效果3几率	100	效果3	2618		0		0		0		0		0		0		0		0		0		0		0		0	
326	步步生花	步步生花	5	0	100	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32592	效果2	-1	效果3几率	100	效果3	2619		0		0		0		0		0		0		0		0		0		0		0		0	
327	步步生花	步步生花	5	0	110	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32593	效果2	-1	效果3几率	100	效果3	2620		0		0		0		0		0		0		0		0		0		0		0		0	
328	步步生花	步步生花	5	0	120	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32594	效果2	-1	效果3几率	100	效果3	2621		0		0		0		0		0		0		0		0		0		0		0		0	
329	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32595	效果2	-1	效果3几率	100	效果3	17181		0		0		0		0		0		0		0		0		0		0		0		0	
330	步步生花	步步生花	5	0	140	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32596	效果2	-1	效果3几率	100	效果3	17182		0		0		0		0		0		0		0		0		0		0		0		0	
331	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32597	效果2	-1	效果3几率	100	效果3	17183		0		0		0		0		0		0		0		0		0		0		0		0	
332	步步生花	步步生花	5	0	160	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1		-1	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	32598	效果2	-1	效果3几率	100	效果3	17184		0		0		0		0		0		0		0		0		0		0		0		0	
351	定海神针	定海神针	4	0	0	2	5	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		10000	2000	15	15	4	0	0	0	0	0	效果1	29952	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
352	定海神针	定海神针	4	0	0	2	6	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		12000	2000	15	15	4	0	0	0	0	0	效果1	29953	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
353	定海神针	定海神针	4	0	0	2	7	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		14000	2000	15	15	4	0	0	0	0	0	效果1	29954	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
354	定海神针	定海神针	4	0	0	2	8	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		16000	2000	15	15	4	0	0	0	0	0	效果1	29955	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
355	定海神针	定海神针	4	0	0	2	9	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		18000	2000	15	15	4	0	0	0	0	0	效果1	29956	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
356	定海神针	定海神针	4	0	0	2	10	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		20000	2000	15	15	4	0	0	0	0	0	效果1	29957	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
357	定海神针	定海神针	4	0	0	2	12	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		24000	2000	15	15	4	0	0	0	0	0	效果1	29958	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
358	定海神针	定海神针	4	0	0	2	14	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		28000	2000	15	15	4	0	0	0	0	0	效果1	29959	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
359	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29960	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
360	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29961	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
361	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		-1	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29962	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
